Year,County,AEA,District,District Name,Diploma Count,Private 4-Year,Public 4-Year,Community College,Private 2-Year,Other Training,Employment,Homemaker,Military,Unknown
2016-2017,85,11,0472,Ballard Comm School District,133,14,41,48,1,2,8,0,2,17
2016-2017,47,12,0504,Battle Creek-Ida Grove Comm School District,53,10,11,22,0,0,8,0,0,2
2016-2017,50,11,0513,Baxter Comm School District,28,3,5,17,0,0,2,0,1,0
2016-2017,38,07,0540,BCLUW Comm School District,46,6,13,19,0,2,4,0,2,0
2016-2017,87,13,0549,Bedford Comm School District,40,3,7,11,0,2,10,0,3,4
2016-2017,06,10,0576,Belle Plaine Comm School District,32,4,5,15,0,1,4,0,2,1
2016-2017,49,09,0585,Bellevue Comm School District,47,9,10,23,0,1,3,0,1,0
2016-2017,99,07,0594,Belmond-Klemme Comm School District,63,7,11,28,2,1,11,0,0,3
2016-2017,16,09,0603,Bennett Comm School District,,,,,,,,,,
2016-2017,06,10,0609,Benton Comm School District,111,14,33,42,0,0,19,0,2,1
2016-2017,82,09,0621,Bettendorf Comm School District,369,43,121,133,1,6,33,0,10,21
2016-2017,90,15,0657,Eddyville-Blakesburg- Fremont CSD,57,6,11,22,0,1,3,0,2,12
2016-2017,77,11,0720,Bondurant-Farrar Comm School District,121,12,31,46,0,4,18,0,3,7
2016-2017,08,11,0729,Boone Comm School District,167,19,41,64,0,3,21,0,1,18
2016-2017,84,12,0747,Boyden-Hull Comm School District,42,10,10,10,0,0,11,0,1,0
2016-2017,41,07,0819,West Hancock Comm School District,43,7,4,19,0,2,6,0,5,0
2016-2017,79,07,0846,Brooklyn-Guernsey-Malcom Comm School District,41,3,9,19,1,0,1,0,0,8
2016-2017,95,07,0873,North Iowa Comm School District,35,4,13,11,0,2,5,0,0,0
2016-2017,29,15,0882,Burlington Comm School District,208,18,37,98,4,4,32,0,3,12
2016-2017,15,13,0914,CAM Comm School District,76,5,12,33,3,2,19,0,1,1
2016-2017,48,07,0916,CAL Comm School District,13,1,0,5,0,2,2,0,3,0
2016-2017,23,09,0918,Calamus-Wheatland Comm School District,40,9,9,8,0,1,1,0,3,9
2016-2017,23,09,0936,Camanche Comm School District,60,5,15,27,0,4,4,1,3,1
2016-2017,90,15,0977,Cardinal Comm School District,50,1,8,21,0,0,14,0,0,6
2016-2017,91,11,0981,Carlisle Comm School District,133,21,30,54,1,1,17,0,6,3
2016-2017,14,11,0999,Carroll Comm School District,116,16,30,50,0,3,14,0,2,1
2016-2017,07,07,1044,Cedar Falls Comm School District,371,34,165,108,2,5,36,2,9,10
2016-2017,57,10,1053,Cedar Rapids Comm School District,"1,068",140,291,384,0,47,98,2,29,77
2016-2017,57,10,1062,Center Point-Urbana Comm School District,93,15,23,29,0,2,14,0,1,9
2016-2017,04,15,1071,Centerville Comm School District,80,5,11,38,0,1,11,0,3,11
2016-2017,56,15,1079,Central Lee Comm School District,71,4,11,38,0,0,9,0,3,6
2016-2017,22,01,1080,Central Comm School District,29,5,3,11,0,0,10,0,0,0
2016-2017,23,09,1082,Central DeWitt School District,117,13,37,44,1,7,3,0,5,7
2016-2017,57,10,1089,Central City Comm School District,36,9,7,7,1,6,6,0,0,0
2016-2017,27,13,1093,Central Decatur Comm School District,61,5,9,25,0,4,11,1,0,6
2016-2017,60,12,1095,Central Lyon Comm School District,50,7,27,4,0,3,9,0,0,0
2016-2017,59,15,1107,Chariton Comm School District,94,6,16,38,1,5,25,1,1,1
2016-2017,34,07,1116,Charles City Comm School District,116,14,29,44,0,7,7,0,5,10
2016-2017,24,12,1134,Charter Oak-Ute Comm School District,25,2,8,12,0,0,3,0,0,0
2016-2017,18,12,1152,Cherokee Comm School District,61,6,27,15,0,0,9,0,3,1
2016-2017,73,13,1197,Clarinda Comm School District,77,4,24,30,0,4,12,0,3,0
2016-2017,99,05,1206,Clarion-Goldfield-Dows Comm School District,73,3,11,41,2,0,5,0,1,9
2016-2017,20,13,1211,Clarke Comm School District,74,5,11,32,0,1,19,0,2,4
2016-2017,12,07,1215,Clarksville Comm School District,18,3,5,6,0,0,4,0,0,0
2016-2017,21,05,1218,Clay Central-Everly Comm School District,21,3,0,12,0,0,4,0,0,2
2016-2017,52,10,1221,Clear Creek Amana Comm School District,144,9,42,58,2,3,23,0,4,3
2016-2017,17,07,1233,Clear Lake Comm School District,64,8,21,26,0,0,4,0,5,0
2016-2017,23,09,1278,Clinton Comm School District,250,23,37,118,0,22,41,0,9,0
2016-2017,50,11,1332,Colfax-Mingo Comm School District,38,6,7,18,0,0,5,0,1,1
2016-2017,57,10,1337,College Comm School District,342,58,114,93,3,8,20,0,12,34
2016-2017,85,11,1350,Collins-Maxwell Comm School District,36,3,7,22,0,1,2,0,0,1
2016-2017,85,11,1359,Colo-NESCO Comm School District,35,5,9,9,0,0,8,0,2,2
2016-2017,58,09,1368,Columbus Comm School District,51,2,6,32,0,3,5,2,0,1
2016-2017,14,11,1413,Coon Rapids-Bayard Comm School District,28,4,3,14,2,0,5,0,0,0
2016-2017,02,13,1431,Corning Comm School District,54,5,5,31,0,1,7,0,4,1
2016-2017,78,13,1476,Council Bluffs Comm School District,588,30,112,235,2,14,123,3,24,43
2016-2017,88,13,1503,Creston Comm School District,98,16,26,34,1,0,17,1,2,1
2016-2017,25,11,1576,Dallas Center-Grimes Comm School District,183,21,63,77,0,4,9,0,4,5
2016-2017,29,15,1602,Danville Comm School District,48,7,4,27,0,0,8,0,2,0
2016-2017,82,09,1611,Davenport Comm School District,972,66,209,398,7,51,108,2,42,89
2016-2017,26,15,1619,Davis County Comm School District,96,9,21,43,1,5,13,0,4,0
2016-2017,96,01,1638,Decorah Community School District,124,32,37,41,2,1,9,0,1,1
2016-2017,23,09,1675,Delwood Comm School District,,,,,,,,,,
2016-2017,24,12,1701,Denison Comm School District,186,16,37,70,0,2,30,0,2,29
2016-2017,09,07,1719,Denver Comm School District,53,6,28,15,0,0,3,0,1,0
2016-2017,77,11,1737,Des Moines Independent Comm School District,"1,891",182,422,599,28,48,123,6,38,445
2016-2017,80,13,1782,Diagonal Comm School District,9,0,0,9,0,0,0,0,0,0
2016-2017,38,07,1791,Dike-New Hartford Comm School District,71,6,31,28,0,2,3,0,0,1
2016-2017,31,01,1863,Dubuque Comm School District,764,135,190,246,5,29,130,4,20,5
2016-2017,07,07,1908,Dunkerton Comm School District,28,2,10,10,0,0,6,0,0,0
2016-2017,43,13,1917,Boyer Valley Comm School District,33,3,5,22,0,0,2,0,1,0
2016-2017,16,09,1926,Durant Comm School District,43,8,8,22,0,0,5,0,0,0
2016-2017,99,05,1944,Eagle Grove Comm School District,58,3,8,29,0,1,9,0,3,5
2016-2017,61,11,1953,Earlham Comm School District,48,8,10,19,0,1,7,0,3,0
2016-2017,10,07,1963,East Buchanan Comm School District,35,6,5,10,1,0,10,0,3,0
2016-2017,49,09,1965,Easton Valley Comm School District,45,0,9,21,1,5,5,0,1,3
2016-2017,64,07,1968,East Marshall Comm School District,62,6,16,31,0,0,3,0,6,0
2016-2017,88,13,1970,East Union Comm School District,35,0,9,17,0,2,6,0,1,0
2016-2017,03,01,1972,Eastern Allamakee Comm School District,41,2,13,19,1,2,3,0,0,1
2016-2017,97,12,1975,River Valley Comm School District,24,2,6,10,0,1,4,0,0,1
2016-2017,28,01,1989,Edgewood-Colesburg Comm School District,36,2,10,18,1,0,3,0,0,2
2016-2017,42,07,2007,Eldora-New Providence Comm School District,68,11,10,30,0,3,4,1,3,6
2016-2017,74,05,2088,Emmetsburg Comm School District,55,5,9,28,0,2,7,0,2,2
2016-2017,48,10,2097,English Valleys Comm School District,38,1,6,16,0,0,7,0,3,5
2016-2017,73,13,2113,Essex Comm School District,32,2,3,16,0,0,9,0,1,1
2016-2017,32,05,2124,Estherville Lincoln Central Com Sch Dist,90,3,14,48,1,3,19,0,2,0
2016-2017,83,11,2151,Exira-Elk Horn- Kimballton Comm Sch Dist,44,4,9,22,2,2,4,0,0,1
2016-2017,51,15,2169,Fairfield Comm School District,114,15,26,46,0,4,7,0,2,14
2016-2017,95,07,2295,Forest City Comm School District,83,14,18,28,0,0,18,0,4,1
2016-2017,94,05,2313,Fort Dodge Comm School District,224,8,36,131,0,4,22,1,5,17
2016-2017,56,15,2322,Fort Madison Comm School District,138,8,19,57,0,4,33,1,10,6
2016-2017,36,13,2369,Fremont-Mills Comm School District,38,3,8,17,0,2,2,0,0,6
2016-2017,47,12,2376,Galva-Holstein Comm School District,40,4,9,17,0,0,9,0,1,0
2016-2017,41,07,2403,Garner-Hayfield-Ventura Comm School District,85,3,22,43,0,1,13,0,2,1
2016-2017,60,12,2457,George-Little Rock Comm School District,34,5,5,14,0,0,7,0,1,2
2016-2017,85,11,2466,Gilbert Comm School District,107,9,69,16,0,0,4,0,2,7
2016-2017,46,05,2493,Gilmore City-Bradgate Comm School District,,,,,,,,,,
2016-2017,38,07,2502,Gladbrook-Reinbeck Comm School District,39,6,8,18,0,3,3,0,0,1
2016-2017,65,13,2511,Glenwood Comm School District,140,8,41,50,0,11,8,0,5,17
2016-2017,14,11,2520,Glidden-Ralston Comm School District,30,0,12,11,0,2,2,0,3,0
2016-2017,74,05,2556,Graettinger-Terril Comm School District,26,0,6,16,0,0,4,0,0,0
2016-2017,01,13,2673,Nodaway Valley Comm School District,52,10,15,16,0,1,3,0,1,6
2016-2017,86,07,2682,GMG Comm School District,36,0,6,23,3,0,4,0,0,0
2016-2017,79,07,2709,Grinnell-Newburg Comm School District,99,23,22,34,2,5,9,0,2,2
2016-2017,15,13,2718,Griswold Comm School District,43,5,10,16,0,3,6,0,2,1
2016-2017,38,07,2727,Grundy Center Comm School District,50,3,15,25,0,2,4,0,0,1
2016-2017,39,11,2754,Guthrie Center Comm School District,49,5,10,14,0,3,13,0,2,2
2016-2017,22,01,2763,Clayton Ridge Comm School District,65,12,12,15,0,2,13,0,5,6
2016-2017,48,10,2766,H-L-V Comm School District,23,1,10,5,2,0,3,0,2,0
2016-2017,36,13,2772,Hamburg Comm School District,,,,,,,,,,
2016-2017,35,07,2781,Hampton-Dumont Comm School District,77,2,12,44,3,0,10,0,0,6
2016-2017,83,13,2826,Harlan Comm School District,126,12,46,35,3,3,16,0,7,4
2016-2017,89,15,2834,Harmony Comm School District,,,,,,,,,,
2016-2017,30,05,2846,Harris-Lake Park Comm School District,25,0,8,11,0,1,4,0,1,0
2016-2017,71,12,2862,Hartley-Melvin-Sanborn Comm School District,44,5,9,23,1,0,1,2,2,1
2016-2017,92,10,2977,Highland Comm School District,54,1,14,26,0,0,7,0,0,6
2016-2017,75,12,2988,Hinton Comm School District,60,13,21,15,0,0,9,0,2,0
2016-2017,45,01,3029,Howard-Winneshiek Comm School District,106,12,28,47,0,1,16,0,1,1
2016-2017,42,07,3033,Hubbard-Radcliffe Comm School District,,,,,,,,,,
2016-2017,07,07,3042,Hudson Comm School District,34,1,18,9,0,0,3,0,2,1
2016-2017,46,05,3060,Humboldt Comm School District,118,20,33,49,0,6,5,0,2,3
2016-2017,10,07,3105,Independence Comm School District,110,4,34,49,0,0,13,0,1,9
2016-2017,91,11,3114,Indianola Comm School District,264,51,68,94,0,12,23,0,2,14
2016-2017,61,11,3119,Interstate 35 Comm School District,53,8,11,23,0,3,4,0,4,0
2016-2017,52,10,3141,Iowa City Comm School District,890,151,368,228,1,13,41,0,7,81
2016-2017,42,07,3150,Iowa Falls Comm School District,99,11,27,40,0,1,14,0,4,2
2016-2017,48,10,3154,Iowa Valley Comm School District,29,4,7,12,1,0,4,0,0,1
2016-2017,14,13,3168,IKM-Manning Comm School District,54,7,18,24,0,0,4,0,1,0
2016-2017,09,07,3186,Janesville Consolidated School District,21,4,9,8,0,0,0,0,0,0
2016-2017,37,05,3195,Greene County Comm School District,90,2,21,39,0,2,20,0,4,2
2016-2017,10,07,3204,Jesup Comm School District,42,3,9,24,0,1,3,0,2,0
2016-2017,77,11,3231,Johnston Comm School District,490,63,215,147,1,11,36,0,4,13
2016-2017,56,15,3312,Keokuk Comm School District,152,9,33,49,2,7,15,1,11,25
2016-2017,54,15,3330,Keota Comm School District,17,0,6,9,0,0,0,0,2,0
2016-2017,75,12,3348,Kingsley-Pierson Comm School District,36,2,16,13,0,1,4,0,0,0
2016-2017,63,11,3375,Knoxville Comm School District,132,18,34,47,0,10,16,1,3,3
2016-2017,95,07,3420,Lake Mills Comm School District,51,8,13,25,1,0,3,0,0,1
2016-2017,27,13,3465,Lamoni Comm School District,14,5,4,3,0,1,0,0,0,1
2016-2017,76,05,3537,Laurens-Marathon Comm School District,13,1,4,5,0,0,1,0,0,2
2016-2017,97,12,3555,Lawton-Bronson Comm School District,39,6,18,10,1,0,3,0,1,0
2016-2017,75,12,3600,Le Mars Comm School District,151,13,49,61,0,0,16,0,2,10
2016-2017,87,13,3609,Lenox Comm School District,35,0,7,15,0,1,8,0,1,3
2016-2017,78,13,3645,Lewis Central Comm School District,196,14,69,68,0,13,15,0,15,2
2016-2017,16,10,3691,North Cedar Comm School District,64,9,11,22,1,6,13,0,2,0
2016-2017,57,10,3715,Linn-Mar Comm School District,462,57,219,115,0,23,14,0,14,20
2016-2017,57,10,3744,Lisbon Comm School District,40,11,15,10,0,0,4,0,0,0
2016-2017,43,13,3798,Logan-Magnolia Comm School District,41,3,12,20,0,0,3,0,3,0
2016-2017,52,10,3816,Lone Tree Comm School District,27,1,9,10,0,0,6,0,0,1
2016-2017,58,09,3841,Louisa-Muscatine Comm School District,51,9,6,26,0,2,7,0,1,0
2016-2017,55,05,3897,LuVerne Comm School District,,,,,,,,,,
2016-2017,50,11,3906,Lynnville-Sully Comm School District,33,7,9,12,1,2,2,0,0,0
2016-2017,08,11,3942,Madrid Comm School District,56,5,14,17,0,4,7,0,9,0
2016-2017,65,13,3978,East Mills Comm School District,37,2,5,16,0,1,8,0,0,5
2016-2017,13,05,4023,Manson Northwest Webster Comm School District,47,2,11,28,0,0,3,0,1,2
2016-2017,67,12,4033,Maple Valley-Anthon Oto Comm School District,43,6,9,21,0,1,5,0,1,0
2016-2017,49,09,4041,Maquoketa Comm School District,133,14,24,50,0,10,23,0,8,4
2016-2017,28,01,4043,Maquoketa Valley Comm School District,52,3,11,26,1,0,10,0,1,0
2016-2017,18,12,4068,Marcus-Meriden-Cleghorn Comm School District,35,4,4,21,0,1,4,0,1,0
2016-2017,57,10,4086,Marion Independent School District,142,18,37,59,0,7,12,0,6,3
2016-2017,64,07,4104,Marshalltown Comm School District,311,15,71,120,2,5,28,1,6,63
2016-2017,91,11,4122,Martensdale-St Marys Comm School District,41,7,8,14,0,0,10,0,2,0
2016-2017,17,07,4131,Mason City Comm School District,233,21,46,112,1,6,28,0,7,12
2016-2017,84,12,4149,MOC-Floyd Valley Comm School District,111,28,24,28,0,1,26,0,2,2
2016-2017,29,15,4203,Mediapolis Comm School District,61,2,18,27,0,0,8,0,6,0
2016-2017,63,11,4212,Melcher-Dallas Comm School District,19,0,6,5,0,3,5,0,0,0
2016-2017,53,10,4269,Midland Comm School District,30,3,2,13,1,1,5,0,1,4
2016-2017,92,10,4271,Mid-Prairie Comm School District,93,6,27,33,0,0,23,0,1,3
2016-2017,43,13,4356,Missouri Valley Comm School District,57,3,18,20,0,2,11,0,0,3
2016-2017,22,01,4419,MFL MarMac Comm School District,53,11,8,16,0,5,11,1,1,0
2016-2017,79,07,4437,Montezuma Comm School District,50,8,9,23,0,2,3,0,2,3
2016-2017,53,10,4446,Monticello Comm School District,64,5,21,16,2,1,5,0,5,9
2016-2017,04,15,4491,Moravia Comm School District,27,2,4,18,0,0,3,0,0,0
2016-2017,93,13,4505,Mormon Trail Comm School District,13,1,1,6,0,0,5,0,0,0
2016-2017,58,15,4509,Morning Sun Comm School District,,,,,,,,,,
2016-2017,04,15,4518,Moulton-Udell Comm School District,21,1,6,10,1,1,2,0,0,0
2016-2017,80,13,4527,Mount Ayr Comm School District,37,3,9,13,0,2,9,0,1,0
2016-2017,44,15,4536,Mount Pleasant Comm School District,150,15,45,55,1,5,14,1,6,8
2016-2017,57,10,4554,Mount Vernon Comm School District,103,29,37,26,0,1,4,0,5,1
2016-2017,20,13,4572,Murray Comm School District,26,4,5,14,0,2,0,0,1,0
2016-2017,70,09,4581,Muscatine Comm School District,328,27,87,128,4,7,18,0,13,44
2016-2017,09,07,4599,Nashua-Plainfield Comm School District,35,0,4,18,0,0,9,0,3,1
2016-2017,85,11,4617,Nevada Comm School District,106,4,31,41,1,3,9,0,2,15
2016-2017,11,05,4644,Newell-Fonda Comm School District,26,6,5,12,0,1,0,0,0,2
2016-2017,19,01,4662,New Hampton Comm School District,74,9,21,32,0,1,7,0,3,1
2016-2017,44,15,4689,New London Comm School District,35,2,3,18,0,2,3,0,0,7
2016-2017,50,11,4725,Newton Comm School District,173,12,41,65,0,7,36,1,10,1
2016-2017,98,07,4772,Central Springs Comm School District,60,1,9,45,0,0,4,0,1,0
2016-2017,23,09,4773,Northeast Comm School District,78,3,35,25,0,1,2,0,0,12
2016-2017,33,01,4774,North Fayette Comm School District,80,15,27,21,0,2,10,0,2,3
2016-2017,40,05,4775,Northeast Hamilton Comm School District,,,,,,,,,,
2016-2017,62,15,4776,North Mahaska Comm School District,68,66,0,2,0,0,0,0,0,0
2016-2017,57,10,4777,North Linn Comm School District,46,4,14,18,0,1,9,0,0,0
2016-2017,55,05,4778,North Kossuth Comm School District,,,,,,,,,,
2016-2017,77,11,4779,North Polk Comm School District,88,14,31,28,0,2,9,0,4,0
2016-2017,82,09,4784,North Scott Comm School District,213,30,67,74,0,8,10,0,10,14
2016-2017,86,07,4785,North Tama County Comm School District,35,3,7,13,0,2,6,0,2,2
2016-2017,96,01,4787,North Winneshiek Comm School District,,,,,,,,,,
2016-2017,98,07,4788,Northwood-Kensett Comm School District,41,2,13,21,0,3,1,0,0,1
2016-2017,91,11,4797,Norwalk Comm School District,186,41,69,47,0,3,14,0,10,2
2016-2017,81,05,4860,Odebolt-Arthur Comm School District,,,,,,,,,,
2016-2017,33,01,4869,Oelwein Comm School District,99,2,15,42,4,1,5,0,2,28
2016-2017,08,11,4878,Ogden Comm School District,54,7,19,16,0,3,8,0,0,1
2016-2017,30,05,4890,Okoboji Comm School District,58,3,18,17,0,4,11,0,3,2
2016-2017,53,10,4905,Olin Consolidated School District,,,,,,,,,,
2016-2017,01,13,4978,Orient-Macksburg Comm School District,15,0,0,8,1,0,6,0,0,0
2016-2017,66,07,4995,Osage Comm School District,77,10,23,27,0,1,15,0,1,0
2016-2017,62,15,5013,Oskaloosa Comm School District,160,36,30,57,1,7,22,0,6,1
2016-2017,90,15,5049,Ottumwa Comm School District,277,29,29,117,0,5,28,0,8,61
2016-2017,39,11,5121,Panorama Comm School District,52,4,13,21,0,4,7,0,0,3
2016-2017,37,05,5139,Paton-Churdan Comm School District,8,0,2,4,0,0,2,0,0,0
2016-2017,50,11,5160,PCM Comm School District,74,16,11,28,1,1,2,0,2,13
2016-2017,54,15,5163,Pekin Comm School District,47,4,9,28,0,0,5,0,1,0
2016-2017,63,11,5166,Pella Comm School District,188,33,74,51,0,3,15,0,4,8
2016-2017,25,11,5184,Perry Comm School District,139,7,32,69,0,1,13,0,2,15
2016-2017,82,09,5250,Pleasant Valley Comm School District,300,49,131,85,1,7,17,0,8,2
2016-2017,63,11,5256,Pleasantville Comm School District,46,7,11,18,5,1,3,0,1,0
2016-2017,76,05,5283,Pocahontas Area Comm School District,56,2,17,26,6,0,3,1,0,1
2016-2017,03,01,5310,Postville Comm School District,48,2,8,26,0,0,8,2,2,0
2016-2017,94,05,5325,,88,4,9,50,0,3,19,0,3,0
2016-2017,69,13,5463,Red Oak Comm School District,88,3,22,28,0,2,24,0,3,6
2016-2017,75,12,5486,Remsen-Union Comm School District,,,,,,,,,,
2016-2017,45,01,5508,Riceville Comm School District,23,1,8,8,0,3,3,0,0,0
2016-2017,78,13,5510,Riverside Comm School District,39,5,8,21,0,2,2,0,1,0
2016-2017,84,12,5607,Rock Valley Comm School District,45,10,11,12,0,4,6,0,1,1
2016-2017,85,11,5643,Roland-Story Comm School District,69,10,27,20,0,4,7,0,1,0
2016-2017,34,07,5697,Rudd-Rockford-Marble Rk Comm School District,42,8,6,21,0,3,2,0,2,0
2016-2017,74,05,5724,Ruthven-Ayrshire Comm School District,14,0,2,8,0,1,3,0,0,0
2016-2017,66,07,5751,St Ansgar Comm School District,47,0,9,30,2,0,4,0,0,2
2016-2017,77,11,5805,Saydel Comm School District,86,11,11,27,1,3,15,0,6,8
2016-2017,81,05,5823,Schaller-Crestland Comm School District,,,,,,,,,,
2016-2017,24,12,5832,Schleswig Comm School District,,,,,,,,,,
2016-2017,97,12,5877,Sergeant Bluff-Luton Comm School District,121,22,46,39,0,0,3,0,10,1
2016-2017,93,15,5895,Seymour Comm School District,21,0,2,13,0,2,2,0,0,2
2016-2017,17,07,5922,West Fork CSD,49,7,3,28,0,0,4,0,2,5
2016-2017,71,12,5949,Sheldon Comm School District,71,13,16,31,0,0,8,0,0,3
2016-2017,73,13,5976,Shenandoah Comm School District,79,12,18,16,0,3,25,1,4,0
2016-2017,72,12,5994,Sibley-Ocheyedan Comm School District,53,8,15,13,0,0,9,0,0,8
2016-2017,36,13,6003,Sidney Comm School District,55,4,9,19,0,5,13,0,0,5
2016-2017,54,15,6012,Sigourney Comm School District,38,2,11,11,0,3,5,0,3,3
2016-2017,84,12,6030,Sioux Center Comm School District,68,14,22,20,0,0,12,0,0,0
2016-2017,11,05,6035,Sioux Central Comm School District,44,6,7,18,0,2,4,0,1,6
2016-2017,97,12,6039,Sioux City Comm School District,832,79,225,302,11,9,68,1,28,109
2016-2017,13,05,6091,South Central Calhoun Comm School District,64,7,20,27,1,1,6,0,2,0
2016-2017,52,10,6093,Solon Comm School District,94,19,39,15,3,0,2,0,2,14
2016-2017,91,11,6094,Southeast Warren Comm School District,39,7,3,18,0,4,4,0,2,1
2016-2017,40,05,6095,South Hamilton Comm School District,54,3,15,29,0,1,3,0,2,1
2016-2017,94,05,6096,Southeast Webster Grand Comm School District,,,,,,,,,,
2016-2017,73,13,6097,South Page Comm School District,5,1,1,2,0,0,0,0,1,0
2016-2017,86,07,6098,South Tama County,100,7,14,41,1,1,24,0,4,8
2016-2017,71,12,6099,South O'Brien Comm School District,44,2,19,18,0,1,3,0,1,0
2016-2017,96,01,6100,South Winneshiek Comm School District,52,6,12,31,0,1,0,0,2,0
2016-2017,77,11,6101,Southeast Polk Comm School District,463,54,127,164,2,16,48,0,6,46
2016-2017,21,05,6102,Spencer Comm School District,122,11,43,33,0,0,11,0,4,20
2016-2017,30,05,6120,Spirit Lake Comm School District,122,15,52,23,0,1,21,0,6,4
2016-2017,57,10,6138,Springville Comm School District,30,7,10,9,1,1,0,0,2,0
2016-2017,69,13,6165,Stanton Comm School District,23,2,8,7,0,0,5,0,1,0
2016-2017,33,01,6175,Starmont Comm School District,47,4,11,19,3,1,7,0,2,0
2016-2017,11,05,6219,Storm Lake Comm School District,131,12,22,55,0,5,34,3,0,0
2016-2017,40,05,6246,Stratford Comm School District,,,,,,,,,,
2016-2017,39,11,6264,West Central Valley Comm School District,60,7,8,26,1,2,12,0,3,1
2016-2017,09,07,6273,Sumner-Fredericksburg Comm School District,62,11,13,30,0,0,5,0,3,0
2016-2017,16,10,6408,Tipton Comm School District,64,10,19,11,0,1,18,0,1,4
2016-2017,78,13,6453,Treynor Comm School District,63,4,35,19,0,0,2,0,2,1
2016-2017,78,13,6460,Tri-Center Comm School District,55,8,18,17,0,1,10,0,1,0
2016-2017,54,15,6462,Tri-County Comm School District,24,7,7,8,0,0,2,0,0,0
2016-2017,09,07,6471,Tripoli Comm School District,26,3,6,9,1,0,5,0,2,0
2016-2017,96,01,6509,Turkey Valley Comm School District,35,4,5,19,0,0,7,0,0,0
2016-2017,63,11,6512,Twin Cedars Comm School District,29,2,5,12,0,1,4,0,0,5
2016-2017,46,05,6516,Twin Rivers Comm School District,,,,,,,,,,
2016-2017,78,13,6534,Underwood Comm School District,61,11,20,25,1,1,2,0,1,0
2016-2017,07,07,6536,Union Comm School District,101,7,24,49,0,0,15,0,3,3
2016-2017,08,11,6561,United Comm School District,,,,,,,,,,
2016-2017,77,11,6579,Urbandale Comm School District,316,35,114,111,0,4,33,0,6,13
2016-2017,33,01,6591,Valley Comm School District,,,,,,,,,,
2016-2017,89,15,6592,Van Buren Comm School District,42,1,2,29,0,0,6,0,0,4
2016-2017,25,11,6615,Van Meter Comm School District,46,12,12,10,0,0,11,0,1,0
2016-2017,69,13,6651,Villisca Comm School District,,,,,,,,,,
2016-2017,06,10,6660,Vinton-Shellsburg Comm School District,97,12,23,32,0,2,12,0,7,9
2016-2017,44,15,6700,Waco Comm School District,29,2,7,12,0,2,4,0,1,1
2016-2017,81,05,6741,East Sac County Comm School District,67,3,21,24,0,3,14,1,1,0
2016-2017,58,15,6759,Wapello Comm School District,55,12,6,24,0,2,4,2,5,0
2016-2017,09,07,6762,Wapsie Valley Comm School District,46,5,16,21,0,0,4,0,0,0
2016-2017,92,10,6768,Washington Comm School District,122,11,32,45,0,3,15,0,3,12
2016-2017,07,07,6795,Waterloo Comm School District,653,22,195,262,10,32,44,1,11,76
2016-2017,25,11,6822,Waukee Comm School District,536,65,258,129,6,5,55,0,8,10
2016-2017,09,07,6840,Waverly-Shell Rock Comm School District,155,52,40,44,1,4,9,0,4,1
2016-2017,93,15,6854,Wayne Comm School District,34,4,6,12,0,3,7,0,1,1
2016-2017,40,05,6867,Webster City Comm School District,138,8,19,67,1,0,33,1,8,1
2016-2017,74,05,6921,West Bend-Mallard Comm School District,26,1,3,14,0,0,8,0,0,0
2016-2017,16,10,6930,West Branch Comm School District,50,8,19,16,1,2,4,0,0,0
2016-2017,29,15,6937,West Burlington Ind School District,63,8,8,36,0,2,7,0,2,0
2016-2017,33,01,6943,West Central Comm School District,20,0,4,11,0,0,3,0,0,2
2016-2017,28,01,6950,West Delaware County Comm School District,109,16,23,42,0,2,15,0,2,9
2016-2017,77,11,6957,West Des Moines Comm School District,650,106,276,166,1,16,33,0,14,38
2016-2017,31,01,6961,Western Dubuque Comm School District,312,45,92,92,1,1,23,0,4,54
2016-2017,43,13,6969,West Harrison Comm School District,25,4,6,8,0,2,4,0,0,1
2016-2017,70,09,6975,West Liberty Comm School District,84,4,33,28,0,2,10,1,5,1
2016-2017,60,12,6983,West Lyon Comm School District,56,10,20,17,0,1,7,0,0,1
2016-2017,64,07,6985,West Marshall Comm School District,60,4,17,30,0,2,6,0,1,0
2016-2017,67,12,6987,West Monona Comm School District,39,5,5,16,1,1,8,0,3,0
2016-2017,84,12,6990,West Sioux Comm School District,30,1,7,6,0,0,13,0,2,1
2016-2017,97,12,6992,Westwood Comm School District,52,3,16,18,0,3,8,0,4,0
2016-2017,67,12,7002,Whiting Comm School District,14,0,5,3,0,0,1,0,0,5
2016-2017,48,10,7029,Williamsburg Comm School District,95,13,40,24,0,1,0,0,3,14
2016-2017,70,09,7038,Wilton Comm School District,51,6,8,28,0,0,3,0,1,5
2016-2017,44,15,7047,Winfield-Mt Union Comm School District,38,3,9,19,0,0,6,0,0,1
2016-2017,61,11,7056,Winterset Comm School District,131,9,33,51,2,1,22,0,6,7
2016-2017,43,13,7092,Woodbine Comm School District,22,2,4,13,0,1,2,0,0,0
2016-2017,97,12,7098,Woodbury Central Comm School District,47,3,16,18,0,1,6,0,3,0
2016-2017,25,11,7110,Woodward-Granger Comm School District,82,8,21,28,0,4,19,0,2,0
2015-2016,42,07,0009,AGWSR,33,5,6,18,0,1,1,0,0,2
2015-2016,39,11,0018,Adair-Casey,27,3,5,13,0,1,3,0,2,0
